titulo	texto	target
Visita à Ponte 25 de Abril	Visita à Ponte 25 de Abril. A Ponte 25 de Abril apresenta características que a tornam única no país, não só pela sua dimensão e complexidade técnica como também pelo facto da sua gestão envolver várias entidades, na medida em que coexistem na ponte os modos de exploração rodoviária e ferroviária. Os participantes terão possibilidade de visitar a obra e, nesse âmbito, observar alguns dos equipamentos instalados, como sejam as juntas de dilatação, os aparelhos de apoio e as plataformas de inspecção e manutenção. Desfrutarão de uma oportunidade única de conhecer uma estrutura importante na área técnica da engenharia de pontes. Percurso da visita: ao longo do tabuleiro inferior, desde o encontro Sul até à torre Sul, visualização das plataformas móveis de inspecção/manutenção e regresso ao Encontro Sul. Distância total a percorrer de, aproximadamente, 1,3 quilómetros. Antes da visita os participantes terão a oportunidade de ver o filme da construção da Ponte, em 1966. Ponte única no país, pela dimensão e complexidade técnica. Podem observar os equipamentos instalados: juntas de dilatação, aparelhos de apoio, plataformas de inspecção/manutenção. Percurso: 1,3km, ao longo do tabuleiro inferior, desde o encontro Sul até à torre Sul, visualização das plataformas de inspecção/manutenção e regresso ao encontro Sul. Antes da visita assistirão ao filme da construção da Ponte.	4
Viagem ao Centro da Terra	A descoberta do Jardim Geológico da Mina do Lousal é uma viagem de 350 milhões de anos. 1) Saímos do Centro Ciência Viva do Lousal e dirigimo-nos para o Plano Inclinado. Há cerca de 350 milhões de anos (Devónico superior-Carbónico inferior), a região onde se encontra o Lousal era o fundo de um oceano que albergou intenso vulcanismo, sedimentação marinha característica e forte actividade hidrotermal submarina. Foi nesse ambiente que se formaram os minérios de sulfuretos maciços ricos em pirite que, durante quase 100 anos, os mineiros do Lousal retiraram do interior da terra para deles se extrairem recursos como o enxofre, o cobre, o zinco e alguma prata e ouro. As pirites do Lousal serviram também para alimentar as indústrias químicas e de fertilizantes. Com a formação da bacia do Rio Sado, desde há cerca de 40 milhões de anos (Eocénico médio), toda a paisagem da região se transformou. Depositaram-se os arenitos que hoje observamos sobre as rochas vulcânicas e (meta)sedimentares que hospedam os minérios. Estas rochas, deformadas e mais antigas, formam o soco da região do Lousal. 2) Seguimos para o Edifício da Trituração, junto ao enorme Malacate, o Poço nº 1, por onde antes ascendiam os minérios. Ali eram triturados por enormes máquinas que rugiam ensurdecedoras toldando a vista e os pulmões. Restam hoje ruínas silenciosas. 3) Dirigimo-nos então para o plano da Corta. Um imenso buraco onde os mineiros do Lousal ratavam pedra ao sol inclemente para preencher os fundos da mina. O que ali falta corresponde ao minério retirado das massas Central e Oeste e, sobretudo, a rochas vulcânicas e sedimentares utilizadas como material de enchimento das galerias exaustas. 4) Descemos o plano em direcção ao Poço 2l. Era por ali que todos os dias desciam os mineiros ao fundo da mina. Homens-toupeira que escarafunchavam o subsolo, 8 horas por dia sem ver a luz do sol. 5) Novamente a descer em direcção à grande Mancha Branca. Uma argila branca, chamada caulino, que sublinha uma falha tectónica que corta a massa de pirite. Ao lado o Chapéu-de-ferro. A cor avermelhada da terra é devida à oxidação do ferro da pirite, junto ao Poço Miguel, destinado à ventilação da mina. 6) Continuando em direcção à Galeria Valdemar observa-se à direita a Lagoa Azul, inundada de águas ácidas e situada junto ao topo da massa Oeste. A mina abandonada é sempre um sítio perigoso. 7) Mais uns passos à frente encontramos um afloramento de rochas vulcânicas, um testemunho dos antigos vulcões que aqui existiram. É ocasião para falarmos da utilidade dos minerais na nossa vida, e das suas propriedades físicas como a clivagem, dureza, côr, brilho, magnetismo e muitas mais. São estas algumas das ferramentas básicas que geólogos ou simples coleccionadores usam para os identificar de forma expedita. 8) A Nascente das Águas Ácidas está mesmo ali ao pé, testemunhando a presença de um aquífero. Eis a força da natureza a cruzar-se com a intervenção do Homem. Vamos todos conversar um pouco sobre impacte ambiental e reflectir sobre como compatibilizar a exploração dos recursos mineriais indispensáveis à nossa sociedade com o, igualmente indispensável, respeito pela protecção da Natureza. 9) E agora a Galeria Valdemar. A entrada no grandioso mundo dos mineiros. A escuridão de breu. O silêncio da terra-mãe. Todo o cuidado é pouco e o capacete é de uso obrigatório. As salas situadas à esquerda são paióis que serviam de armazém dos explosivos usados na mina. Ao fundo surge na penumbra a luz ténue do Poço Valdemar, o qual permite a circulação de ar fresco na galeria. 10) Saída para o ar livre. Regresso ao Centro Ciência Viva. Ocasião para visitar o Bairro dos Mineiros. Em frente, aberta à mina, para a proteger, a Capela de São Jorge. Há 350 milhões de anos, a região onde se encontra o Lousal era o fundo de um oceano que albergou vulcanismo, sedimentação marinha característica e actividade hidrotermal submarina. Foi nesse ambiente que se formaram os minérios de sulfuretos maciços ricos em pirite que, durante 100 anos, os mineiros retiraram do interior da terra para deles se extrairem recursos como o enxofre e cobre.	3
A biodiversidade na cidade	O Jardim Botânico do Museu Nacional de História Natural da Universidade de Lisboa é um jardim científico projectado em meados do século XIX, sendo inaugurado em 1878. A cidade de Lisboa ficou mais rica, ganhou um aprazível espaço verde de grande interesse cénico e botânico. Porque um Jardim Botânico é muito mais que um espaço de lazer, é um centro de investigação e conservação de plantas. As suas colecções de plantas servem vários ramos da investigação botânica, demonstram junto do público e das escolas a grande diversidade de formas vegetais e múltiplos processos ecológicos, e para muitas espécies representam a última esperança de sobrevivência de plantas ameaçadas de extinção. Imagine que tem calçadas umas ‘botas de 7 léguas’ e embarque numa viagem num percurso de 2 horas. Vamos conhecer as cicadáceas, plantas que representam floras antigas, na maioria já extintas, e que fazem parte da flora protegida de regiões sul americanas, asiáticas e africanas. A Ginkgo biloba, originária da distante Ásia, já existia quando os dinossauros dominavam a Terra e agora embeleza muitas ruas de Lisboa. Da mesma área é o Ophiopogon japonicus que ajuda a cobrir os canteiros do Jardim, a Mahonia japonica e a Hydrangea macrophylla. Num salto chegamos à Austrália e descobrimos uma grande figueira tropical, Ficus macrophylla, e a Araucaria bidwillii, com ‘pinhões’ comestíveis do tamanho de amêndoas! As espécies de Strelitzia e de Agapanthus estão entre os representantes africanos e, da América do norte, podemos ver, entre outras, a Catalpa bignonioides. Descemos para a América do Sul e encontramos a Acca sellowiana, cujos frutos estão agora na moda. Não podemos deixar passar a região macaronésica e admirar os grandes exemplares de dragoeiro, Dracaena draco. É tempo de voltar a casa, à região mediterrânea, e marcar encontro com o medronheiro, Arbutus unedo, o azevinho, Ilex aquifolium, e o acanto, Acanthus mollis, fonte de inspiração para escultores desde a antiguidade. Imagine que tem calçadas umas ‘botas de 7 léguas’ e embarque numa viagem num percurso de 2 horas. Venha conhecer plantas da Ásia, Austrália, América, Macaronésia e Europa, numa viagem à volta do mundo no Jardim Botânico da Universidade de Lisboa	2
Astronomia na Azambuja - Observação do Sol e Oficinas	Observação do Sol com telescópios equipados com filtros especiais que permitem ver não só as manchas solares, mas também as protuberâncias. Explicação dos fenómenos de actividade solar e do ciclo solar, recorrendo a posters, fotografias e livros. Nas oficinas de Astronomia realizar-se-ão actividades conforme o número e a idade dos participantes. As actividades incluem a construção de relógios de Sol, astrolábios, planisférios, espectroscópios, sondas, lançamento de foguetões de água, a hora dos artistas, jogos didácticos, móbiles, planetas a 3D, livrinhos planetários, teatro de sombras, postais astronómicos, calendários astronómicos, etc... Estas sessões são apropriadas para famílias, em que os pais não só ajudam os filhos nas actividades, mas eles próprios realizam trabalhos. Geralmente os pais são motivados pelos filhos e acabam por se interessar pelas actividades e aproveitam a ocasião para esclarecer questões que lhes suscitam dúvidas. Observação do Sol com telescópios apropriados e actividades didácticas principalmente de construção de instrumentos astronómicos, adequadas à idade dos participantes. Alguns exemplos são: construção de relógios de Sol, planisférios e espectroscópios.	1
Da Serra até ao mar no eléctrico de Sintra	Viagem de ida e volta de eléctrico do CCVS à Praia das Maçãs com paragens para observação e identificação de ambientes e das espécies dos diferentes ecossistemas visitados ao longo do percurso. Ao longo desta viagem será apresentada a ligação histórica do eléctrico à paisagem natural e humanizada da Serra de Sintra, e incentivada a interacção com os participantes sobre as medidas preventivas tendo como objectivo a preservação do património natural e histórico de Sintra. Convidamo-lo a viajar connosco no eléctrico de Sintra desde o CCVS até à Praia das Maças . Ao longo do percurso será apresentada a ligação histórica do eléctrico à paisagem natural e humanizada da Serra de Sintra, assim como a observação e identificação de ambientes e das espécies dos diferentes ecossistemas visitados até à beira do mar	2
A Astronomia chegou à Vila	Com a ajuda e explicação dos astrónomos será construído em conjunto com os participantes kits de relógios de sol usando diversos materiais. Será feita aos participantes uma breve introdução sobre a necessidade dos relógios de sol e sua evolução ao longo dos tempos. Serão feitas também actividades de quiz de astronomia aos participantes que poderão formar grupos entre si. As perguntas servirão de temas para discussão e descoberta dos participantes e englobam assuntos como constelações, sistema solar, viagens espaciais, etc... Venha ao centro da Vila construir o seu relógio de sol e participar noutras actividades de astronomia.	1
O Ouro das Portas de Almourão	A exploração de ouro, na região remonta aos romanos e foi seguida por gerações e gerações. Vamos descobrir o contexto geológico em que este mineral aparece com uma caminhada por entre as etapas da história da Terra marcadas nas rochas do Vale do Cobrão e com uma refrescante actividade de garimpo de ouro no rio Ocreza. Iremos ainda explorar alguma flora da região. A actividade irá terminar com uma visita ao Centro Ciência Viva da Floresta e inclui uma observação de pepitas de ouro à lupa binocular, no laboratório. Vamos descobrir o contexto geológico em que o ouro aparece com uma caminhada por entre as etapas da história da Terra marcadas nas rochas do Vale do Cobrão, com uma actividade de garimpo de ouro no rio Ocreza. Iremos ainda explorar alguma flora da região. A actividade irá terminar com uma visita ao CCVFloresta e inclui uma observação de pepitas à lupa binocular.	3
Pesos com História: Medir Forças no Castelo	A actividade, a desenvolver no Castelo de Leiria, pretende remeter os visitantes ao passado e ao uso das alavancas e roldanas noutros tempos. De forma informal e atractiva, serão dadas breves noções sobre este assunto, tais como as noções de fulcro, força potente, força resistente, braço da força, razões, entre outras. Envolvendo os participantes no ambiente do Castelo, o desenrolar da acção será orientada tendo como motivação a história do Castelo, o restauro das suas ruínas (projecto elaborado pelo arquitecto Ernesto Korrodi no final do século XIX) partindo de fotos e registos do mesmo. Os participantes serão desafiados a “encarnar” os cidadãos da época: - Ultrapassando as suas capacidades físicas aparentes, levantando objectos e/ou pessoas com elevado peso com a ajuda de um sistema de roldanas: “Será que apenas com a tua força e com este sistema de roldanas e alavancas, és capaz de levantar uma pedra das muralhas do Castelo?” - Deduzindo quais as modificações a fazer no sistema de modo que a tarefa seja facilitada/dificultada. - Resolvendo desafios onde poderão identificar diferentes tipos de alavancas, presentes nos mais diversos objectos do quotidiano, tanto da época como actual. - Encenando trocas comerciais com as medidas e material disponível (remetendo sempre ao significado do fulcro nas balanças e ao facto de se poder aldrabar a transacção). A actividade, a desenvolver no Castelo de Leiria, pretende remeter os visitantes ao passado e ao uso das alavancas e roldanas noutros tempos. De forma informal e atractiva, serão dadas breves noções sobre este assunto. Vem fazer uma viagem no tempo e mede forças com “gigantes”!	5
Registos do Mesozóico em Penela (Geologia + Biologia)	A região a explorar encontra-se no limite de duas unidades geomorfológicas distintas (maciço hespérico e a orla mesocenozóica ocidental), permitindo compreender a evolução geodinâmica da Bacia Lusitânica no Mesozóico, a partir das geodiversidades presentes e observáveis – como a orogenia Lousã-Açor-Estrela (onde se enquadra a Serra do Espinhal), os xistos do pré-câmbrico, os afloramentos quartzíticos e os depósitos terrigenos (Grés de Silves). Os participantes poderão ainda contactar com a fauna e botânica local, proporcionando-lhes momentos de sensibilização ecológica activa. Percurso pedestre a partir do Castelo de Penela explorando a biodiversidade local e a dicotomia de paisagens geológicas e geomorfológicas entre o maciço hespérico e a orla mesocenozóica.	3
Visita Guiada ao sítio arqueológico de Mesas do Castelinho (Almodôvar)	O Centro de Arqueologia da Universidade de Lisboa – UNIARQ tem desenvolvido várias actividades no sentido de divulgar as diferentes linhas de investigação arqueológica que a integram. Neste sentido pretende participar com diversas acções no Programa Ciência Viva no Verão de 2010 com o objectivo principal de dar a oportunidade ao público de visitar sítios arqueológicos enquanto aí decorrem os trabalhos de investigação. Ao contrário da imagem que habitualmente se transmite, as grandes descobertas arqueológicas são fruto de trabalhos realizados ano após ano no mesmo sítio arqueológico e enquadram-se em projectos de investigação que vão muito além das escavações arqueológicas. Nos diferentes sítios em que estas acções decorrem, os arqueólogos responsáveis vão dar a conhecer a história dos sítios que escavam, mostrando o potencial informativo das diferentes categorias de objectos encontrados. Outra das preocupações incidirá sobre os métodos científicos utilizados no registo arqueológico do trabalho de campo e das fases que se seguem à escavação, no trabalho de laboratório e gabinete. Descrever, desenhar, fotografar e interpretar estruturas antigas ou camadas de terra são apenas algumas das actividades que se repetem diariamente e que permitem a obtenção de conhecimentos sobre o modo como viviam as sociedades humanas do passado. Depois de participar nesta acção espera-se que o público passe a conhecer melhor o síto arqueológico em que a visita decorreu e que se tenha familiarizado com as metodologias do trabalho arqueológico. Venha visitar o sítio arqueológico de Mesas do Castelinho enquanto decorrem os trabalhos arqueológicos. Deixe-se guiar pelos arqueólogos responsáveis pelos trabalhos desde 1988 e conheça o passado deste povoado que remonta ao séc. V a.C. Enquanto percorre o sítio pode ainda familiarizar-se com as metodologias do trabalho de campo.	5
O planalto de granito rosa das Berlengas: geomonumento a valorizar e divulgar	O arquipélago das Berlengas constitui por si só um lugar de grande valor paisagístico e geológico, para além do já conhecido património biológico, amplamente divulgado pela Reserva Natural da Berlenga. Do ponto de vista paisagístico, é um lugar único de monumental beleza estética e elevada singularidade. Atendendo à sua geodiversidade vincada por diversos tipos de ambientes e processos geológicos, bem como às suas geoformas únicas de grande beleza cénica, que testemunham a história passada do local, considera-se que o arquipélago é recurso patrimonial não renovável e que algumas das suas geoformas devem ser consideradas como geomonumentos. É um local de referência para a aprendizagem de conceitos de interesse ambiental e patrimonial para todas as comunidades, bem como um espaço lúdico-turístico. Evolução geológica do Arquipélago das Berlengas, desde os tempos mais antigos até aos mais recentes. Mostram-se paisagens e geoformas únicas de grande beleza cénica que testemunham os ambientes e processos que fizeram parte da história passada da região.	3
Da serra ao vale: os caminhos da Geologia	Esta acção consiste na realização de um percurso pedestre com cerca de 6 km de extensão, desde a serra do Alvão (barragem Cimeira) até Vila Real. Durante o trajecto podemos observar vários tipos de rochas e as consequências dos agentes geológicos na modelação da paisagem. Na povoação serrana de Caravelas podemos observar aspectos típicos da arquitectura com a utilização dos materiais geológicos locais. Esta acção será realizada através de um percurso pedestre desde a serra do Alvão (barragem Cimeira) até Vila Real. Os participantes terão a oportunidade de observar vários tipos de rochas e as consequências das forças geológicas que moldaram o relevo.	3
Fósseis e Minerais a diferentes escalas	Pretende-se que se faça uma viagem ao passado geológico, através dos fósseis pois estes são testemunhos de importantes episódios da história da terra. Começaremos por explicar o significado do calendário geológico: as grandes divisões da escala de tempo geológico, familiarizando com as Eras e os principais acontecimentos que, no decurso dos tempos geológicos, afectaram os biomas terrestres. O aparecimento e o desaparecimento de determinadas formas fósseis, a sua sucessão e diversificação são pontos de referência que servem para definir e limitar as unidades de tempo.Em seguida, far-se-á a observação e identificação de fósseis (macrofósseis em amostras de mão e microfósseis à lupa binocular): esponjas, corais, braquiópodes, moluscos, trilobites, equinodermes, plantas e outros. Através da interpretação dos fósseis iremos abordar as reconstituições paleoambientais e cronostratigráficas. Para finalizar será realizada uma sessão ao microscópio electrónico de varrimento para observação de microfósseis. Pretende-se também fazer uma breve introdução à Mineralogia salientando a organização sistemática dos minerais, as suas diferentes propriedades e a sua importância na sociedade. Numa primeira fase, os inscritos podem observar e manusear minerais em amostra de mão, estudar e testar algumas propriedades e observar pormenores à lupa binocular. Em seguida, poderão observar os principais minerais formadores de rochas em lâmina delgada ao microscópio petrográfico. Para finalizar será realizada uma sessão de microscópio electrónico onde se poderão observar as potencialidades de observação, ampliação, fotografia e análise química do aparelho. Os fósseis e os minerais sempre exerceram fascínio sobre o Homem. Os fósseis pelos testemunhos de episódios da história da vida e da terra e os minerais pelas suas cores e propriedades. Objectivos: observar fósseis e minerais em amostra de mão, à lupa binocular e aos microscópios petrográfico e electrónico. Contactar com materiais, ensaios e aparelhos utilizados nos Lab. Paleontologia e Mineralogia.	3
Descobrir a Évora Romana	Sob a orientação de um arqueólogo especialista na temática romana, e partindo da visita a um local normalmente encerrado ao público (a domus romana cortada pela construção da muralha tardia, a cerca velha ), descobrir outros vestígios das origens da Ebora Liberalita Iulia. Dar-se-á especial ênfase à história do reconhecimento arqueológico dos vários sítios ou monumentos a visitar. Connosco irá descobrir os vestígios romanos da Acrópole de Èvora. A visita passará pelos mais conhecidos vestígios romanos, como o Templo Imperial, assim como pelos menos acessíveis, como as ruínas da Casa da Rua de Burgos.	5
A poluição estuarina: impacto na biodiversidade e avaliação ecotoxicológica	Os ecossistemas estuarinos são áreas de grande produtividade e biodiversidade. Fornecem alimento e habitat para um número elevado de organismos aquáticos, e locais preferenciais de nidificação para numerosas espécies. São também locais privilegiados para a pesca comercial e desportiva, para o turismo e para actividades educacionais e de lazer. Porém, ao longo dos anos, a crescente pressão humana tem contribuído para a sua poluição por vários tipos de contaminantes (eg, fertilizantes agrícolas, pesticidas, metais pesados, compostos orgânicos provenientes de efluentes de origem industrial e urbana ou de actividades de navegação). Esta intensa poluição diminui a qualidade da água e dos sedimentos, e acelera a degradação da saúde destes ecossistemas, com perda acentuada do seu valor económico e da sua biodiversidade. O estudo do impacto da poluição antropogénica na biodiversidade e em espécies estuarinas é pois fundamental para avaliação do estado destes ecossistemas e estabelecimento de medidas de mitigação e remediação. Nesta acção os participantes tomarão contacto com aspectos relevantes: i) da biodiversidade dos ecossistemas estuarinos e da sua relação com a poluição, ii) da biologia e ecologia de espécies de crustáceos bastante utilizados no estudo dos efeitos da poluição aquática (eg, o caranguejo verde Carcinus maenas), e iii) com métodos de avaliação da ecotoxicidade e critérios de efeito ecologicamente relevantes. A acção iniciar-se-á com uma visita ao estuário do Rio Minho (integrado na Rede Natura 2000, e de elevada biodiversidade) que incluirá a colheita de exemplares de espécies de interesse, e continuará no Laboratório de Ecotoxicologia e Ecologia do CIIMAR, com o estudo de aspectos da biologia destes organismos e a realização de um ensaio para a avaliação do comportamento locomotor do caranguejo verde. A acção enquadra-se no âmbito dos projectos de investigação CRABTHEMES (FCOMP-01-0124-FEDER-007383) e RAMOCS (ERAC-CT2005-016165). O que é a biodiversidade? Como é afectada pela poluição? Como se avaliam os efeitos da poluição química nos estuários? Para ficarmos a saber, vamos visitar o estuário do Rio Minho e pescar crustáceos (eg, caranguejo verde) usados em avaliações ecotoxicológicas. No laboratório usaremos estes animais para fazer um ensaio de avaliação do comportamento locomotor para estudo de efeitos da poluição.	2
Vamos fazer Cerâmica	O trabalhar do barro existe praticamente desde a idade da Pedra. Todas as civilizações antigas deixaram marcas da utilização de artefactos fabricados em cerâmica. Mas só com a revolução industrial é que a arte de fazer cerâmica teve o seu maior desenvolvimento, com o surgimento de fornos de alta temperatura e com vários tipos de controlo de atmosferas. Vamos com esta acção revelar alguns dos segredos da cerâmica, fazendo mesmo algumas peças que farão as delícias de pequenos e graúdos. Os participantes irão participar de uma maneira interactiva com os monitores, executando peças de cerâmica, fazendo primeiro a mistura dos vários componentes cerâmicos, e executar enchimento de moldes de maneira a que no final se obtenha uma peça em porcelana verdadeira. Este ano começaremos com apenas uma acção para ver a reacção do público, e caso seja positiva, comprometemo-nos a aumentar as acções para o próximo ano, uma vez que a logística envolvida é grande. Iremos executar,peças em cerâmica de porcelana e revelar alguns dos segredos que se encontram por detrás da cerâmica moderna.Os participantes irão executar misturas de várias argilas, e fazer a sua própria argila, para depois moldar vários tipos de peças cerâmicas que poderão mais tarde levar para casa. Será uma aventura do tipo mãos-na-massa, por isso preparem-se para se sujar um pouco.	3
As aves e suas curiosidades perto de si!	Passeio pedestre ao longo de parte do percurso da Bioria em Salreu com o propósito de dar a conhecer às pessoas as aves que nos rodeiam, já que a maioria não tem essa noção. Esta acção servirá também para sensibilizar a população para a importância da preservação de espaços verdes e, mais especificamente, das aves. As aves são um grupo de animais que está presente de forma constante no nosso dia-a-dia. Seja na cidade ou no campo, elas estão lá. Escute-as. Olhe-as. Pare para conhecer as particularidades de cada uma e algumas curiosidades sobre estes animais magníficos que nos apelam ao sonho de voar e chegar mais além.Nós ensinamos como. Venha participar e descubra que aves o rodeiam!	2
Visita à Geologia do Monumento Natural das Portas de Ródão	Na sessão de Geologia no Verão serão realizadas as seguintes actividades. Durante a manhã: a) Observação panorâmica a partir do Castelo de Ródão, para a caracterização dos principais elementos geomórficos e geológicos identificáveis na paisagem. b) Visita ao Museu de Vila Velha de Ródão, para observação de colecções nas temáticas de Geologia, Geomorfologia e Arqueologia, consistindo de materiais recolhidos na região. Após o almoço, as actividades a realizar durante a tarde incluem: c) Um passeio de barco ao longo do rio Tejo, com cerca de 1h30 de duração, incluindo o atravessamento das portas de Ródão, para uma observação e explicação pormenorizada da Geologia do vale do Tejo no sector entre o Porto do Tejo e a Aldeia dos Pescadores será abordada a Geodiversidade e a Biodiversidade. d) Um percurso pedestre no Conhal do Arneiro, com cerca de 1h30 de duração, visando a observação de uma exploração romana de ouro em terraço do Tejo, bem como a geomorfologia, estratigrafia, sedimentologia e datação. e) Visita aos baixos terraços do Tejo, para uma observação do registo sedimentar e contextualização dos materiais fósseis e arqueológicos encontrados em estratigrafia e datações absolutas recentemente efectuadas. Pretende-se mostrar o registo geológico e interpretar a evolução do rio Tejo registada no Monumento Natural das Portas de Ródão, desde a sua formação há cerca de 4 milhões de anos. Pretende-se documentar os contextos tectónicos e climáticos que condicionaram as sucessivas transformações da paisagem, bem como o significado do registo fóssil e das comunidades humanas pré-históricas.	3
À descoberta dos 3 Cromeleques de Guadalupe	No local de encontro, o conhecido CROMELEQUE DOS ALMENDRES será feita por um arqueólogo uma breve introdução à Arqueologia Pré-histórica da região de Évora com especial incidência no tema do MEGALITISMO. Abordar-se-á também a história da descoberta e da interpretação destes monumentos pelos arqueólogos. Depois da visita aos ALMENDRES, os visitantes (com recurso aos seus próprios meios de transporte) serão orientados na visita aos CROMELEQUES DA PORTELA DE MOGOS E DE VALE MARIA DO MEIO, situados a poucos quilómetros dos Almendres e pouco conhecidos do público Descoberta de dois Cromeleques pouco conhecidos do público (Portela de Mogos e Vale Maria do Meio) a partir de uma visita ao Cromeleque dos Almendres sobre a orientação de um arqueólogo.	5
Cultura e Geologia no Geopark Arouca: boroa de milho e Pedras Boroas	No Arouca Geopark , território sob os auspícios da UNESCO, o Património Natural anda de mãos dadas com o Património Cultural. Durante esta acção os participantes terão a oportunidade de fazer um percurso pedestre e conhecer uma carreira de moinhos, visitar o património do Museu Municipal de Arouca e visitar a Serra da Freita, com ênfase para as Pedras Boroas. Num território rural como o Geopark Arouca, a boroa tradicional e as pedras boroas são encaradas como recurso cultural e natural que fomentam o desenvolvimento sustentado da região. No Arouca Geopark o Património Natural anda de mãos dadas com o Património Cultural. Os participantes farão um percurso pedestre até aos moinhos de Figueiredo - Burgo e no final visitarão o Museu Municipal de Arouca. Descobrirão a geologia da Serra da Freita, com ênfase para as Pedras Boroas. No Arouca Geopark a boroa tradicional é um recurso que fomenta o desenvolvimento sustentado da região.	3
Cultura e Geologia no Geopark Arouca: boroa de milho e Pedras Boroas	No Geopark Arouca, território sob os auspícios da UNESCO, o Património Natural anda de mãos dadas com o Património Cultural. Durante esta acção os participantes terão a oportunidade de fazer um percurso pedestre e conhecer uma carreira de moinhos, visitar o património do Museu Municipal de Arouca e visitar a Serra da Freita, com ênfase para as Pedras Boroas. Num território rural como o Geopark Arouca, a boroa tradicional e as pedras boroas são encaradas como recurso cultural e natural que fomentam o desenvolvimento sustentado da região. No Geopark Arouca, o Património Natural anda de mãos dadas com o Património Cultural. Durante esta acção, os participantes terão a oportunidade de, num percurso pedestre, conhecer uma carreira de moinhos, visitar o património do Museu Municipal de Arouca, e descobrir a geologia da Serra da Freita, com ênfase especial nas Pedras Boroas. Num território rural como o Geopark Arouca, a boroa tradicional é um recurso cultural e natural que fomenta o desenvolvimento sustentado da região.	5
À descoberta da Geologia com o Google Earth	Os participantes são convidados a visitar o Museu Geológico numa perspectiva diferente. Com recurso ao Google Earth e Cartografia Geológica convencional serão localizados alguns sitos de interesse geológico e em particular os da Área Metropolitana de Lisboa representados no Museu, tais como: - Grandes estruturas geológicas e geomorfológicas - Jazidas fósseis - Recursos Geológicos No final da acção os participantes são convidados a explorar alguns aspectos básicos da cartografia Geológica convencional e descobri-los no Google Earth. Com recurso ao Google Earth e Cartografia Geológica convencional serão localizados alguns sitos de interesse geológico e em particular os da Área Metropolitana de Lisboa representados no Museu, tais como: grandes estruturas geológicas e geomorfológicas, jazidas fósseis e recursos geológicos. No final da acção os participantes são convidados a explorar alguns aspectos básicos da cartografia Geológica convencional e descobri-los no Google Earth.	3
O Herbário do Castelo de Évoramonte	Tirando partido da localização da Torre do Castelo de Évoramonte, visita acompanhada por especialista à sua envolvente para observação e recolha de espécies vegetais que serão posteriormente catalogadas, desenhadas e organizadas num Herbário no príoprio Castelo. Visita ao perímetro do castelo de Évoramonte com observação orientada das espécies vegetais que aquí se desenvolvem. Fotografia, catalogação, desenho e organização do herbário de acordo com a sua identificação a partir de um pequeno centro de documentação localizado no interior da torre do castelo. Serão identificadas as espécies e as suas propriedades, as condições ambientais que possibilitam a sua disseminação no Castelo e as relações que se estabelecem com outros seres vivos que habitam nestes conjuntos monumentais. Descubra o castelo de Évoramonte de hoje com base no seu passado. Faremos a observação, captação de imagens, catalogação, desenho e organização das espécies vegetais e animais que habitam o castelo, e em geral típicas destes conjuntos monumentais.	5
A braços com o Castelo (de Viana)	Identificação de áreas e distâncias a partir dos métodos de medição antigos ( a braça )de permeio com visitas guiadas e outras actividades para toda a família não esquecendo os jogos tradicionais com jogos para os mais pequenos no terreiro do Castelo de Viana do Alentejo. Venha olhar e descobrir o património do Castelo de Viana do Alentejo, através dos métodos de medição de áreas e distâncias dos antigos. Disfrute de uma visita guiada por especialistas e outras actividades para toda a família não esquecendo os jogos tradicionais, com jogos também para os mais pequenos no terreiro do Castelo de Viana do Alentejo.	5
Workshop de astrofotografia	Workshop dedicado à introdução à astrofotografia onde se exploram as técnicas básicas de captação e de tratamento digital de imagens, sem recurso a telescópio e com base em simples máquinas fotográficas SLR. Como condição de participação, cada um dos participantes terá de trazer o seu próprio material fotográfico, nomeadamente máquina fotográfica, tripé e disparador. A todos os participantes será atribuido um certificado de participação no workshop. Workshop dedicado à introdução à astrofotografia onde se exploram as técnicas básicas de captação e de tratamento digital de imagens, sem recurso a telescópio e com base em simples máquinas fotográficas SLR.	1
Aprender como um Arqueólogo, em Miróbriga	As famílias(os mais novos a partir dos 9 anos, acompanhados pelos pais)participarão numa escavação a fingir num sítio arqueológico romano a sério (Miróbriga). Irão encontrar um artefacto romano aprendendo a trabalhar com coordenadas, a desenhar e a inventariar, tal como no dia a dia fazem os arqueólogos no terreno. Venha conhecer e experimentar algumas das técnicas de escavação e registo utilizadas pelos arqueólogos em campo na procura da história das civilizações humanas. Reviva o património histórico e cultural das ruinas romanas de Miróbriga, aprendendo a trabalhar com coordenadas, desenhar e inventariar, tal como fazem os arqueólogos no terreno.	5
A vida entre-marés na praia do Portinho da Costa	Situada na frente ribeirinha Norte de Almada, a Praia do Portinho da Costa apresenta uma das poucas áreas de inter-mareal rochoso natural do estuário do Tejo. A sua proximidade à barra confere a esta zona salinidades elevadas que possibilitam o estabelecimento de uma grande diversidade de macrofauna bentónica que se pretende divulgar neste percurso. A ETAR do Portinho da Costa constitui uma solução muito compacta e evoluída de tratamento de águas resíduais, cuja visita permite conhecer os processos envolvidos, bem como os estudos biológicos de monitorização da qualidade ambiental da envolvente, utilizando as comunidades bentónicas como biomonitores. Através de um percurso na zona entre-marés, convidamo-lo a descobrir a biodiversidade das praias rochosas do Tejo e a conhecer os cuidados desenvolvidos para a sua protecção através da visita à moderna ETAR do Portinho da Costa.	2
