titulo	texto	target
As tecnologias por detrás da rádio e da televisão	As novas tecnologias da infocomunicação e uma arrojada arquitectura de interiores dão as mãos nos novos estúdios da RTP e RDP. Venha conhecer os bastidores e os protagonistas do mais moderno complexo de produção de rádio e televisão da Europa, recheado de soluções que representam o «estado da arte». E perca-se na imensidão dos 1.200 m2 do estúdio de informação da RTP, onde coabitam mais de 20 cenários diferentes. O conceito é inteiramente nacional, a comprovar que os portugueses são sempre capazes de surpreender pela positiva.  As novas tecnologias da infocomunicação e uma arrojada arquitectura de interiores dão as mãos nos novos estúdios da RTP e RDP. Venha conhecer os bastidores e os protagonistas do mais moderno complexo de produção de rádio e televisão da Europa.  Rui Fernando Martins  Portaria da RTP, sita na Av. Marechal Gomes da Costa, n.º 37  Instalações da RTP	0
Aparelhos auditivos, uma benção ou um calvário?	As promessas da biotecnologia oferecem novos horizontes para a recuperação de deficits que os medicamentos e as cirurgias não conseguem restaurar. Os aparelhos auditivos são a esperança de milhares de pessoas que sofrem de surdez, mas não basta comprar o aparelho. Importa o rigor do diagnóstico, a escolha da prótese e ainda um plano de reabilitação. Nem sempre é isto que acontece. Há milhares de aparelhos auditivos guardados em gavetas, perdidos e inúteis, enquanto a surdez se mantém como barreira de comunicação. A atividade irá explicar o que é preciso saber, numa sessão que será dividida em duas partes. Num primeiro momento será feita a apresentação clínica, explicando-se os vários planos de reabilitação auditiva e, na segunda parte, existirá uma sessão prática, com simulação de uma adaptação protética e o seu funcionamento real.  Os aparelhos auditivos são a esperança de milhares de pessoas que sofrem de surdez, mas não basta comprar o aparelho, importa o rigor do diagnóstico, a escolha da prótese e ainda um plano de reabilitação. A atividade explicará os vários planos de reabilitação auditiva e simulará uma adaptação protética e o seu funcionamento real.  Luís Filipe Silva, médico otorrinolaringologista e Renato Moreira, audiologista  Centro Cirúrgico de Coimbra (edifício amarelo).	0
À descoberta das aves da Barrinha de Esmoriz	Atividade adequada a toda a família, com breve introdução ao Birdwatching, seguida de percurso pedestre ao longo do passadiço da Barrinha de Esmoriz e na zona da praia, principalmente direcionado à observação das várias espécies de aves que lá existem. Além da observação, será feita a identificação de alguns cantos e será fornecido informação sobre as principais carateristicas das aves típicas deste ecossistema lagunar, bem como informação sobre a vegetação existente. A ação servirá também para sensibilizar a população para a importância da preservação dos ecossistemas lagunares/dunares.  Breve introdução ao Birdwatching, seguida de percurso ao longo do passadiço da Barrinha de Esmoriz e da praia. Este é um ecossistema lagunar de elevada importância, onde é possível detetar uma grande diversidade de aves residentes e migradoras.  Venha aprender a identifica-las e conhecer alguns dos seus comportamentos.  Daniel Gomes  Sofia Tavares  Aeródromo de Paramos-Espinho  Percurso com cerca de 5 km, em passadiço/caminho de terra batida e sem inclinação.	0
De Olho Nas Aves - cabo Carvoeiro	Atividade de observação de aves marinhas no cabo Carvoeiro, com auxílio de binóculos e telescópio. As espécies que mais facilmente se poderão observar são: Galheta, Alcatraz, Gaivota-de-patas-amarelas, Cagarra, Garajau e a ameaçada Pardela-balear, entre outras. os monitores vão estar as 3 horas no local e os participantes podem aparecer quando quiserem, durante este período.  Venha conhecer um pouco melhor as aves marinhas que ocorrem na costa portuguesa, com as Berlengas como cenário de fundo. Só tem que aparecer no Cabo Carvoeiro, na hora que lhe der mais jeito (entre as 10h00 e as 13h00).  Isabel Fagundes, Ana Almeida, Nuno Oliveira  Cabo Carvoeiro, Peniche (perto do restaurante Nau dos Corvos)	0
O meu primeiro caderno de campo	Atividade destinada a crianças dos 6aos 12 anos, que pretende dar a conhecer aos participantes a dinâmica de uma escavação paleontológica. Nesta actividade, depois de uma breve introdução teórica ao tema, os participantes vão ter a oportunidade de aprender a construir um caderno de campo, apreender algumas técnicas usadas numa escavação de dinossáurios e aplicá-las numa escavação simulada no espaço do Museu, assim como fazer uma interpretação dos materiais encontrados. Deste modo ficarão a conhecer os aspectos essenciais dos métodos de trabalho na área da Paleontologia de Vertebrados.      Atividade no Museu que pretende dar a conhecer aos participantes a dinâmica de uma escavação paleontológica..  Joana Reis  Átrio do Museu Nacional de História Natural e da Ciência, sito na Rua da Escola Politécnica, 58, Lisboa.  Museu Nacional de Historia Natural e da Ciência	0
À Descoberta do Oculto 	Através de uma atividade prática os participantes serão elucidados sobre a vida microbiana que nos rodeia. Assim, ficarão a conhecer os mais variados tipos de microrganismos que existem, bem como os seus respectivos habitats. Com os seus próprios olhos terão oportunidade de comparar diferentes tapetes microbianos, bem como entender que estas formas de vida podem ou não ser prejudiciais.   Através de uma atividade prática os participantes serão elucidados sobre a vida microbiana que nos rodeia. Assim, ficarão a conhecer os mais variados tipos de microrganismos que existem, bem como os seus respectivos habitats.  Bruno Machado  Cátia Rodrigues  Joana Medeiros  Sara Cabral   OMIC   Furnas (no OMIC)	0
Instrumentos náuticos	Breve referência à utilização dos instrumentos náuticos através dos séculos. Utilização de instrumentos rigorosamente graduados na medição da altura angular do sol. Cada participante construirá a maqueta de pelo menos um instrumento à sua escolha entre os seguintes: quadrante, relógio de sol, nocturlábio e instrumento de sombras. Será ensinado o manuseamento de qualquer um destes instrumentos.  Construção de instrumentos: relógios de sol, nocturlábios, quadrantes e instrumento de sombras que permitem determinar as horas, a altura angular do Sol e calcular a latitude do lugar.  Elisa Figueira  Ana Mendes  Maria Helena Vaz   Telma Faria  Largo da República, Vila Franca da Serra  40.58508246440486N -7.534904479980469S  Largo da República, Vila Franca da Serra.	0
Matemática com sol e sombras no Parque 	Calcular a altura de um pinheiro. Calcular a altura do Sol. Construir e utilizar astrolábios e relógios de Sol.  Máximo Ferreira  Cláudia Medroa  Miguel Bento  Nuno Pedro  Nuno Milagaia  Tiago Santos  Marta Xavier  Cátia Picão      Alto de Santa Bárbara  39º 29 45.83 N  8º 19 29.59  W	0
Ciência ao Luar	Ciência ao Luar – Tertúlias onde será abordada a intersecção entre ciência e o teatro, ciência e o cinema, ciência e a fotografia, ciência e a literatura. Serão ainda projectados quatro filmes de divulgação científica.  Tertúlias onde será abordada a intersecção entre ciência e o teatro, ciência e o cinema, ciência e a fotografia, ciência e a literatura.     Dia 19 de Julho: Ciência e Literatura, com Natália Providência e Osvaldo Silvestre. Moderação Carlos Fiolhais.    Dia 26 de Julho: Ciência e Teatro, com Mª José Almeida e Mário Montenegro. Moderação Carlos Fiolhais.    Dia 6 de Setembro: Ciência e Música. Com Manuel Rocha e Rui Vilão.   Moderação Carlos Fiolhais.    Dia 13 de Setembro: Ciência e Fotografia, com Alexandre Ramires e Paulo Mendes. Moderação Carlos Fiolhais.    As sessões serão realizadas na esplanada do Café Santa Cruz, Praça 8 de Maio, às 21:00h, nos dias 19 e 26 de Julho e 6 e 13 de Setembro.  Carlos Fiolhais  Manuela Serra e Silva  António Piedade  Esplanada do Café Santa Cruz, Praça 8 de Maio, Coimbra.	0
Astro-Xelb	Com a ajuda de telescópios, partilhamos o prazer de descobrir a Lua, Estrelas, Planetas e muito mais! Em Silves, uma Cidade mítica da era medieval.  Observações:  Planetas (Lua, Saturno, Marte, Júpiter), nebulosas (M57-Anel), enxames abertos (M6-Borboleta, M7, M11-Pato Selvagem), enxames globulares (M5, M13-Hércules), sistemas múltiplos (Albireo-sist. binário, Mizar e Alcor).  Com a ajuda de telescópios, partilhamos o prazer de descobrir a Lua, Estrelas, Planetas e muito mais! Em Silves, uma Cidade mítica da era medieval.  Hélder Ferreira  Catarina Leote  Júlio Costa  Sara Mira  Parque ribeirinho de Silves, perto do Burguer Ranch.	0
Vamos conhecer a lota	Com a atividade pretende-se mostrar aos participantes quais são os principais recursos da pesca desembarcados no porto pesqueiro de Matosinhos e observar como decorre o leilão de primeira venda, bem como analisar o suporte humano e tecnológico envolvido na operação. Serão abordadas algumas das regras porque se rege a atividade piscatória. A observação da tipologia das embarcações de pesca e dos instrumentos de captura nelas existente constitui igualmente um dos objetivos da sessão.   Os participantes tomarão contacto com os principais recursos da pesca desembarcados no porto pesqueiro de Matosinhos, poderão ver como decorre o leilão de primeira venda, e analisar o suporte humano e tecnológico envolvido na operação. Serão também abordadas algumas regras da atividade piscatória, e observadas a tipologia das embarcações de pesca e dos instrumentos de captura.   Cláudia Dias, Andreia Gouveia  Lota de Matosinhos - Rua Heróis de França s/n – Porto de Pesca 4451-901 Matosinhos	0
Visita guiada à ETA de Areias de Vilar	Com esta Ação de Educação Ambiental, pretendemos que a população em geral, tenha a possibilidade de conhecer os processos físicos e químicos, pelos quais a água passa, desde que é captada no rio, até chegar às casas dos consumidores, em especial conhecer o funcionamento da Estação de Tratamento de Água (ETA), situada em Areias de Vilar.  Dotar os participantes desta ação de educação ambiental de conhecimentos sobre o funcionamento, e os processos realizados na Estação de Tratamento de Água (ETA) para consumo humano, situada em Barcelos.  Cristiana Barbosa    ETA de Areias de Vilar, Barcelos	0
Vem construir caixas-ninho e comedouros para aves!	Com esta atividade pretende-se que os participantes, sobretudo as crianças, entendam a importância da biodiversidade e algumas medidas que podemos adotar para prevenir o seu decréscimo. Serão feitos pequenos jogos e ter-se-á oportunidade de construir comedouros a partir de embalagens usadas e caixas-ninho para aves. O objetivo é que os participantes contribuam para aumentar a diversidade de espécies de aves existentes nas cidades. Com a construção de comedouros e caixas-ninho irá haver um aumento do sucesso reprodutor de espécies que sejam pouco comuns, ou que estejam em recessão, no interior de aglomerados urbanos.  Junte-se à SPEA com o seu filho e passe um dia diferente: faremos uma visita guiada à imaginação e iremos construir e decorar os comedouros e caixas-ninho mais giros de Aveiro - uma pequena aula de biodiversidade destinada aos pequenos participantes. Não falte!  Susana Velasquez  Hugo Cavaleiro  Fábrica Centro Ciência Viva de Aveiro  Atividade ao ar livre	0
Nas asas da ciência | S.Jacinto	Começando pela análise das características dos animais voadores, os participantes terão a oportunidade de  conhecer a história da conquista do ar bem como os fenómenos físicos que a suportam. Na ação, os participantes irão analisar o voo dos animais para depois estabelecer a ligação com as várias réplicas deste. Escolheu-se esta ação para São Jacinto devido à existência da base da Força Aérea nesta localidade.   Vem analisar o voo das aves e aproveita para viajar pela história da conquista do ar. Recorrendo a réplicas de objectos voadores e a experiências simples, são explorados os conceitos físicos que suportam esta aventura contínua.  Ana Peso, Ana Rodrigues, Bruna Gomes, Catarina Lemos, Inês Roxo, Jorge Godinho, Nuno Gomes, Patrícia Fonseca, Paulo Carvalho, Sara Abrantes, Sofia Simões, Vânia Freitas    Ponta Norte da Avenida Marginal Carlos Cardoso de Oliveira	0
O Céu de Lisboa	Conheça o céu da nossa capital! Use os nossos telescópios e observe o céu noturno com orientação dos nossos monitores. Ficará surpreendido com a quantidade de objetos luminosos no céu que nos passam despercebidos ao olhar. Terá ainda oportunidade de observar o céu de Lisboa dentro da cúpula do Planetário em condições de visibilidade ótima e isenta de poluição luminosa. Vai ficar surpreendido!    José Marques  Jorge Farinha  Planetário Calouste Gulbenkian, Centro Ciência Viva - Praça do império, Belém	0
Visita à ETA da Asseiceira 	Conheça o percurso que a sua água faz antes de ser utilizada.   A Estação de tratamento de Agua da Asseiceira, parte do subsistema de Castelo do Bode, é responsável por 75% da água potável produzida pela EPAL, tratando a água captada na Albufeira de Castelo do Bode.  A ETA da Asseiceira foi inaugurada em 1987 com a capacidade de produção de 375.000m3/dia, tendo aumentado a produção para 500.000 m3/dia em 1996, e para 625.000m3/dia em 2007, tendo-se para isso construído uma 2ª linha de 125.000 m3/dia e introduzido duas novas etapas de tratamento, a flotação e ozonização.  Conheça o percurso que a sua água faz antes de ser utilizada por nós no dia-a-dia.   A Estação de tratamento de Agua da Asseiceira, parte do subsistema de Castelo do Bode, é responsável por 75% da água potável produzida pela EPAL, tratando a água captada na Albufeira de Castelo do Bode.  Sara Duarte Sónia Tormenta  Portaria da ETA Asseiceira    Visita à ETA 	0
Entre marés. Parecem monstros saídos da ficção científica mas….. vivem aqui ao lado 	Conhecer os seres vivos que se encontram na zona de intertidal na Ria Formosa. Observação e recolha de espécies de fauna e flora na zona entre marés/sapal. Identificação das espécies (recolhidas) em espaço de sala com recurso a lupas e guias de identificação.  Descobre a vida que se esconde no fundo da Ria Formosa . Será feita a observação e recolha de espécies de fauna e flora que vivem na zona lodosa a descoberto quando a maré baixa.  Identificação das espécies (recolhidas) em espaço de sala com recurso a lupas e guias de identificação.   NOTA: Trazer calçado e roupa adequada para explorações em zona de lodo  Paula Martins, Ana Luisa Quaresma  Portaria do Centro de Educação Ambiental de Marim	0
Construção de ninhos para cagarras na ilha da Berlenga	Construção de ninhos artificiais para cagarras na ilha da Berlenga. Os ninhos serão construídos pelos participantes na ilha da Berlenga e posteriormente colocados numa área com potencial de ocupação. Os ninhos compreendem uma estrutura em madeira que será montada pelos participantes. Depois, já no local de colocação do ninho, este será coberto por pedras disponíveis no local. Os ninhos serão ainda numerados com tinta. Os participantes terão um modelo de plástico de cagarra para poderem compreender a dimensão necessária que um ninho deve ter. Posteriormente, os participantes serão guiados até uma colónia de cagarras existente na ilha da Berlenga onde poderão observar várias aves em plena época de nidificação e onde será feita uma introdução à ecologia e biologia desta espécie.  Construção de ninhos artificiais para cagarras e posterior colocação numa área com potencial de ocupação onde serão numerados com tinta. Posteriormente, os participantes serão guiados até uma colónia de cagarras existente na ilha da Berlenga onde poderão observar várias aves em plena época de nidificação e onde será feita uma introdução à ecologia e biologia desta espécie.  Nuno Oliveira e Isabel Fagundes  Cais de desembarque da ilha da Berlenga  Cais da ilha da Berlenga - casa da RN da Berlenga - colónia de cagarras - regresso ao cais	0
Visita guiada à Estação Ferroviária do Cais do Sodré	Construção do Ramal / Linha de Cascais e ligação à rede nacional por Alcântara Terra  Particularidades da Linha de Cascais e dos edifícios das suas estações  Contrato de arrendamento de 1918 e alteração do sistema de tração  O projeto do arquiteto Porfírio Pardal Monteiro e o modernismo  Integração na CP-Caminhos de Ferro Portugueses  Arquitetos Nuno Teotónio Pereira e Pedro Botelho e o projeto do interface da estação de comboios com o metropolitano e o tráfego fluvial  Classificação pela DGPC. Prémio Valmor    Projectada em 1925 pelo arquitecto Porfírio Pardal Monteiro a Estação do Cais do Sodré marca a rotura com a linguagem adoptada anteriormente. A introdução do betão armado vem permitir a criação de estruturas com grandes vãos e lajes planas abrindo portas a modelos modernistas e racionalistas na concepção de edifícios.  Dela disse o arquitecto: «Este edifício, bastante modesto de arquitectura, veio substituir o velho barracão, ainda na memória de todos, e teve como parte mais interessante do problema a resolver, a satisfação de um programa vastíssimo dentro de uma verba muito acanhada. A sua arquitectura é o reflexo dessa circunstância.»    Paula Azevedo e Ana Sousa  Estação Ferroviária do Cais do Sodré - átrio do edifício de passageiros, voltado à Praça do Duque de Terceira	0
Torre de Belém	Construída a partir de 1514, constitui um dos mais emblemáticos monumentos portugueses.  Investigadores e historiadores têm desenvolvido teses por vezes contraditórias, sobre a História, a Arquitectura e as funções deste baluarte.  A imagem que temos diante de nós, nos dias de hoje, corresponde a uma obra de arquitectura militar mais refinada do que a configuração inicial.  Aceite o desafio de tentar ler nas pedras cinco séculos de vida desta estrutura fascinante à entrada do estuário do Tejo, que se articulava com a Torre de S. Sebastião da Caparica mandada construir por D. João II em 1481.    Construída a partir de 1514, constitui um dos mais emblemáticos monumentos portugueses. Investigadores e historiadores têm desenvolvido teses por vezes contraditórias, sobre a História, a Arquitectura e as funções deste baluarte. A imagem que temos diante de nós, nos dias de hoje, corresponde a uma obra de arquitectura militar mais refinada do que a configuração inicial.  Francisco Sousa Lobo, Sofia Costa Macedo  Junto ao passadiço de madeira.  Visita guiada no exterior e interior da Torre. Contexto histórico, arquitectura e função defensiva.	0
Pela Saúde dos Nossos Oceanos...!	Dada a importância da pesca para o concelho e comunidades de Vila do Conde, a proximidade da freguesia das Caxinas (marcadamente piscatório) e as frequentemente denunciadas utilizações de malhagens de rede mais apertadas que o tabelado por lei, mesmo na pesca tradicional, pareceu pertinente ao CMIA de Vila do Conde realizar duas ações no âmbito do Programa  Ciência Viva nos Mercados  intitulado  Pela Saúde dos Nossos Oceanos...! . A atividade terá lugar no Mercado Municipal, e terá como principal objetivo a sensibilização de pescadores, vendedores e consumidores de peixe sobre o problema da sobrepesca, desmistificando conceitos errados e explicando o estado real dos stocks de algumas espécies comerciais, assim como sensibilizando para os seus tamanhos mínimos de captura, procurando criar responsabilidade no consumidor a este respeito. Serão distribuídos folhetos sobre o problema da sobrepesca e o colapso de stocks pesqueiros, sendo demonstrado o estado dos sotcks das principais espécies comerciais. Será ainda distribuída uma régua com os tamanhos mínimos de captura das principais espécies comerciais, contendo nas costas os principais benefícios nutricionais destas mesmas espécies.   A atividade terá como objetivo dar a conhecer espécies de pescado no mercado e sensibilizar para o problema da sobrepesca, desmistificando conceitos e explicando o estado real das reservas de algumas espécies comerciais, assim como sensibilizando para os seus tamanhos mínimos de captura, através da oferta de folhetos informativos e uma régua prática com os seus valores nutricionais.  Ana Paula Muchas (Coordenação), Rosana Afonso, Ana Laranja, Sílvia Morim   Entrada Principal do Mercado – Rua 25 de Abril (Coord.: 41.353648, -8.741478)  Porta principal do Mercado Municipal --> Porta Lateral --> Porta da Feira --> Porta principal	0
Porque estão os castelos onde estão? O exemplo do Castelo de Estremoz	Dada à sua importância no plano da estratégia militar, os castelos, na sua maioria, foram construídos em pontos elevados. Mas o porquê dessa escolha pode ter justificações diferentes. Por um lado, a maior altitude proporciona uma melhor visibilidade sobre os inimigos, facilitando a defesa. Por outro, em caso de ataque a ação da gravidade facilita a vida a quem está no castelo, pois aumenta o alcance dos seus projéteis e diminui o alcance dos que são arremessados pelos atacantes.  Nesta ação será analisado o caso do castelo de Estremoz, não só na perspectiva da sua arquitectura, mas também procurando perceber qual a génese da colina onde se localiza. Estes aspectos serão apreciados em conjunto com a região envolvente em geral, e a zona dos mármores em particular.   Nesta ação será analisado o caso do castelo de Estremoz, não só na perspectiva da sua arquitectura, mas também procurando perceber qual a génese da colina onde se localiza. Estes aspectos serão apreciados em conjunto com a região envolvente em geral, e a zona dos mármores em particular.   Rui Dias, Eduardo Pereira, Alexis Soares, Vânia Silva, André Paiva, Luísa Neves    Centro Ciência Viva de Estremoz	0
Visita guiada à Estação Ferroviária do Rossio 	Dados históricos relativos à decisão da construção de uma estação central para Lisboa.  Ligação do centro da cidade ao centro da Europa.  Contexto urbano na altura da construção da estação.  O arquitecto José Luis Monteiro.  Projecto e construção do complexo da estação: edifício de passageiros, hotel Avenida Palace, túnel  Remodelações várias ao longo do tempo.  Acontecimentos e curiosidades.    Dados históricos relativos à decisão da construção de uma estação central para Lisboa.  Ligação do centro da cidade ao centro da Europa.  Contexto urbano na altura da construção da estação.  O arquitecto José Luis Monteiro.  Projecto e construção do complexo da estação: edifício de passageiros, hotel Avenida Palace, túnel.  Remodelações várias ao longo do tempo.  Acontecimentos e curiosidades.    Paula Azevedo e Ana Sousa    Estação Ferroviária do Rossio  Sala do rei, fachadas exteriores, hall do Hotel Avenida Palace, plataformas, raquete dos táxis.	0
Rochas Exóticas no Alentejo	De Évora a Arronches podem observar-se em sequência, uma imensa diversidade de rochas ígneas e metamórficas. Deste conjunto, merecem destaque as rochas alcalinas do Nordeste Alentejano, geradas por processos invulgares na Natureza. Daí o seu apreciável interesse geológico e a atenção que têm merecido, traduzida por numerosos trabalhos científicos nacionais e internacionais. A variedade que as caracteriza inclui, dos pontos de vista mineralógico e textural, exemplares exóticos, alguns com valor museológico.  De Évora a Arronches observam-se uma imensa diversidade de rochas ígneas e metamórficas, merecendo destaque as rochas alcalinas do NE Alentejano, geradas por processos invulgares na Natureza. O seu apreciável interesse geológico, traduziu-se por numerosos trabalhos científicos. A variedade inclui, dos pontos de vista mineralógico e textural, exemplares exóticos, alguns com valor museológico  José Carrilho Lopes  Igreja de S. Francisco (Capela dos Ossos), Évora  Évora – Alter Pedroso - Cabeço de Vide – Monforte – Arronches – Campo Maior – Elvas – Évora	0
Dia aberto na herdade da Aberta Nova - Uma Herdade com Sustentabilidade	Demonstração das vária actividade integrantes no modelo de exploração florestal e agrícola inovador em Portugal que pretende desenvolver e trazer novos conhecimentos em torno da sustentabilidade ecológica e financeira.  No dia 24 de Julho, em parceria com o Centro de Ciência Viva do Lousal, a Herdade da Aberta Nova abrirá as portas a quem desejar visitar a herdade, sozinho ou em família, para descobrir os projectos em curso e o dia-a-dia de uma herdade agrícola e florestal. De entre esses projectos destacam-se: a estufa de aquaponia, o gaseificador, o viveiro florestal e a horta biológica, entre outros espaços.  Neste espaços será realizada uma apresentação e explicação dos vários processos usados por 1 monitor.    Todas as actividades serão gratuitas com excepção do piquenique de degustação dos produtos da herdade, bem como os passeios e baptismo equestres, cujo o custo será suportado pelos participantes que estiverem interessados.    Informações Complementares    * Os passeios a cavalo e piquenique de degustação são actividades complementares sujeitas a pagamento.  - O piquenique de degustação está sujeito a inscrição e confirmação de participantes e o pagamento será realizado nas instalações da herdade. O valor da refeição é de 12.50€ por adulto e 6.00€ por criança de idade inferior a 7 anos (os valores apresentados incluem IVA à taxa legal). Este é constituído por variado tipo de saladas e produtos confeccionados, tendo como base as hortícolas e frutícolas produzidas na herdade.  As bebidas encontram-se incluídas nos valores apresentados.    - Chama-se a atenção que a Herdade da Aberta Nova se situa numa zona de exposição solar intensa, pelo que os participantes deverão ter em conta o uso de vestuário apropriado, calçado fechado e confortável, bem como de chapéu e protector solar.  - A nossa propriedade está inserida numa zona rural, pelo que temos todo o gosto em disponibilizar os meios necessários para pessoas com dificuldade de mobilidade. Necessitamos apenas que entre em contacto antecipadamente para os números indicados.  A Herdade da ABERTA NOVA tem um modelo de exploração florestal e agrícola inovador em Portugal que pretende desenvolver e trazer novos conhecimentos em torno da sustentabilidade ecológica e financeira.  Nesta acção, em parceria com o Centro de Ciência Viva do Lousal, as portas serão abertas a quem desejar visitar a herdade, sozinho ou em família, para descobrir os projectos em curso e o dia-a-dia de uma herdade agrícola e florestal. De entre esses projectos destacam-se: a estufa de aquaponia, o gaseificador, o viveiro florestal e a horta biológica, entre outros espaços.    Ao longo do dia decorrem vários workshops em diferentes horários. As sessões duram cerca de 30 minutos.   Pedro Caels  Silvia Louro  Pedro Batista  Ana Dias  Herdade da Aberta Nova.	0
Distâncias e Dimensões dos planetas do Sistema Solar	Demonstração prática e explicativa das Distâncias e Dimensões dos planetas do Sistema Solar, terminando com a observação telescópica da actividade solar.  Demonstração prática e explicativa das Distâncias e Dimensões dos planetas do Sistema Solar, terminando com a observação telescópica da actividade solar.  Actividade destinada a crianças dos 6 aos 9 anos de idade.  Fernando Góis  Sandro Correia  Madalena Azevedo  Escola Básica e Secundária Bartolomeu Perestrelo, Funchal  Escola Básica e Secundária Bartolomeu Perestrelo, Funchal	0
Trilho de Interpretação da Natureza	Descoberta da biodiversidade das águas doces. fauna e flora das ribeiras, margens e galeria ripícola. Interpretação dos fenómenos físico-químicos e ecológicos dos ribeiros. Interacção água-margens-vegetação. Visita ao CEAR (Centro de Educação Ambiental das Ribeiras) ao Parque de Dunas da Aguda e à Estação Litoral da Aguda.  Percurso pedestre de 1500 metros.  Percurso de interpretação da natureza com descoberta da biodiversidade das águas doces, fauna e flora das ribeiras, margens e galeria ripícola. Interpretação dos fenómenos físico-químicos e ecológicos dos ribeiros. Interacção água-margens-vegetação. Visita ao CEAR (Centro de Educação Ambiental das Ribeiras) ao Parque de Dunas da Aguda e à Estação Litoral da Aguda.  Percurso pedestre de 1500 metros.  Doutor Eng.º Jaime Prata  Mestre Anabela Pereira  Dr.ª Joana Santos  Dr. Filipe Soares  CEAR - Centro de Educação Ambiental das Ribeiras.  Av. Fernão de Magalhães,Praia de Miramar.  	0
Céu à vista!	Descobrir as constelações e alguns dos seus  segredos  (estrelas simples, múltiplas ou em enxames  nebulosas e galáxias) e observar os planetas Marte e Saturno num ambiente único: a Mata Nacional de Vale de Canas!  Descobrir as constelações e alguns dos seus segredos (estrelas simples, múltiplas ou em enxames, nebulosas e galáxias) e observar os planetas Marte e Saturno num ambiente único: a Mata Nacional de Vale de Canas!  Dário Fonseca, Nuno Peixinho e Sílvia Franklin  Mata Nacional de Vale de Canas, miradouro junto ao jardim 	0
Há ciência no Teatro?	Descobrir quais as etapas técnicas e científicas que estão relacionadas com a criação de um espectáculo de teatro, conhecer os diferentes tipos de projectores, que lentes usam, que frequências usam e como funcionam diferentes tipos de microfones, entre outros elementos.   Visita guiada a uma das mais antigas colectividades de Portugal.  Será que num Teatro só temos representação?   Atrás do palco há um incrível mundo onde a magia do teatro se prepara!  Venha descobri-lo numa visita guiada à Sociedade União Sintrense, espaço onde funciona o Teatro União, e onde a ciência está bem presente.   Visite as zonas técnicas, fique a saber que equipamentos se utilizam e as diferentes etapas de preparação de um espectáculo.   Ricardo Pereira - Filipa Mateus - Cláudia Sousa - Pedro Dias  Portão principal da Sociedade União Sintrense	0
A história da Terra do Guincho à serra de Sintra	Do extremo sul da praia do Guincho até às abas da serra de Sintra além da magnífica paisagem é possível ler nas rochas alguns dos episódios da história da Terra nesta região.    Visita de cerca de 6 horas guiada por Carlos A Cupeto, geólogo na Universidade de Évora.  Do extremo sul da praia do Guincho até às abas da serra de Sintra além da magnífica paisagem é possível ler nas rochas alguns dos episódios da história da Terra nesta região.  Visita de cerca de 6 horas guiada por Carlos A Cupeto, geólogo na Universidade de Évora.  Carlos Cupeto.  Estacionamento do restaurante Muchaxo – estrada do Guincho.  Percurso pedestre na zona da praia e arribas (fácil a moderado), cerca de 8 km. 	0
Á descoberta dos fundos marinhos da Ria Formosa por snorkling - Faro	Durante a ação os participantes serão convidados observar as pradarias marinhas e algumas das espécies que constituem o ecossistema da Ria Formosa por snorkeling. Será  dado a conhecer a importância deste “tesouro por revelar”, o aspecto das ervas marinhas e como se reproduzem, perceber a relação com os cavalos marinhos e outras espécies assim como sensibilizar para a proteção, minimizando riscos de destruição deste importante recurso marinho.    OBJECTIVOS:    1. Apresentar aos participantes áreas de estudo dos investigadores do CCMAR e a sua importância.    2. Sensibilizar os participantes para a importância das ervas marinhas e as ameaças a que estão sujeitas.    Durante a ação os participantes serão convidados observar as pradarias marinhas e algumas das espécies que constituem o ecossistema da Ria Formosa por snorkeling. Será dado a conhecer a importância deste “tesouro por revelar”.  Inscrição efetuada no local do ponto de encontro.  Rita Rainha    Ana Amaral, Andreia Pinto ­ CCMAR    Tiago Gomes ­ Centro Ciência Viva do Algarve    Miguel Pelica ­ Centro Náutico da Praia de Faro  Centro Náutico da Praia de Faro	0
Líquen mole em pedra dura – Passadiços do Paiva	Durante esta ação será realizado um percurso pedestre ao longo dos Passadiços do Paiva, área privilegiada do Arouca Geopark, para observação e identificação de líquenes saxícolas e epífitas. Durante este percurso será também transmitida informação sobre as principais metodologias de estudo das alterações de natureza física e química provocadas pelos líquenes neste tipo de ambientes. Paralelamente será realizada interpretação dos geossítios observados (Garganta do Paiva, Cascata das Agueiras, Vau), abordando a importância do património geológico na estratégia do Arouca Geopark.  Embora discretos, os líquenes desempenham um importante papel ambiental. Ao longo do troço Areinho-Vau (8 km, ida e volta) serão desvendados alguns truques para a identificação de espécies de líquenes presentes na área circundante aos Passadiços do Paiva e abordadas as principais metodologias de estudo das alterações que provocam. Além disso serão interpretados três geossítios ao longo deste percurso.   Joana Marques (CIBIO) e Daniela Rocha (AGA)   Bar da Zona de Recreio e Lazer do Areinho  Percurso com 8 km na área dos Passadiços do Paiva, com grau de dificuldade elevada	0
